Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2010,2017,2018,2020
JAM,Jamaica,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,0.526,0.522214770317078,0.517991423606873
JAM,Jamaica,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,,0.5379999999999999,0.5496869683265689,0.543416738510132
JAM,Jamaica,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,,0.47700000000000004,0.4923757612705229,0.48978680372238204
JAM,Jamaica,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,,0.5,0.513471245765686,0.510973930358887
JAM,Jamaica,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,0.5589999999999999,0.552391946315765,0.547929584980011
JAM,Jamaica,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,,0.575,0.582458853721619,0.5756667256355289
JAM,Jamaica,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,,0.519,0.529724180698395,0.527075290679932
JAM,Jamaica,40896,Fraction of Children Under 5 Not Stunted,%,0.930710673332214,0.938,0.9400208592414859,0.9400208592414859
JAM,Jamaica,40897,"Fraction of Children Under 5 Not Stunted, Female",%,0.955360293388367,,0.951470673084259,0.951470673084259
JAM,Jamaica,40898,"Fraction of Children Under 5 Not Stunted, Male",%,0.9058684706687931,,0.9300822615623471,0.9300822615623471
JAM,Jamaica,40958,Expected Years of School,Years,,11.7,11.578714370727502,11.394639968872099
JAM,Jamaica,40959,"Expected Years of School, Female",Years,,11.88,11.827893257141099,11.5842380523682
JAM,Jamaica,40960,"Expected Years of School, Male",Years,,11.53,11.3394508361816,11.2134466171265
JAM,Jamaica,40961,Harmonized Test Scores,Score,,387,387.132995605469,387.132995605469
JAM,Jamaica,40962,"Harmonized Test Scores, Female",Score,,404,403.766784667969,403.766784667969
JAM,Jamaica,40963,"Harmonized Test Scores, Male",Score,,372,371.966888427734,371.966888427734
JAM,Jamaica,40964,Learning-Adjusted Years of School,Years,,7.25,7.17200374603271,7.05798578262329
JAM,Jamaica,40965,"Learning-Adjusted Years of School, Female",Years,,7.67,7.641136646270749,7.48372888565063
JAM,Jamaica,40966,"Learning-Adjusted Years of School, Male",Years,,6.86,6.74864053726196,6.67364931106567
JAM,Jamaica,40967,Probability of Survival to Age 5,Probability,0.981693267822266,0.9848,0.985126554965973,0.985583305358887
JAM,Jamaica,40968,"Probability of Survival to Age 5, Female",Probability,0.983973503112793,0.9867,0.986949801445007,0.987347841262817
JAM,Jamaica,40969,"Probability of Survival to Age 5, Male",Probability,0.9794826507568359,0.983,0.983362972736359,0.9839167594909671
JOR,Jordan,40884,Survival Rate from Age 15-60,Ratio,0.8840276598930359,0.8919,0.8921356797218319,0.894166231155396
JOR,Jordan,40885,"Survival Rate from Age 15-60, Female",Ratio,0.901600301265717,0.9098,0.90998375415802,0.9120150208473209
JOR,Jordan,40886,"Survival Rate from Age 15-60, Male",Ratio,0.8670135736465451,0.8748,0.874999642372131,0.8772044181823729
JOR,Jordan,40887,Human Capital Index (HCI) (scale 0-1),Score,0.556527078151703,0.562,0.546930193901062,0.553174376487732
JOR,Jordan,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,0.585698187351227,0.589,0.5754923820495611,0.580353617668152
JOR,Jordan,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.5472422242164611,0.544,0.5353053212165829,0.541209638118744
JOR,Jordan,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,0.574240863323212,0.568,0.5617049336433411,0.567675948143005
JOR,Jordan,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,0.517860114574432,0.516,0.5044720768928529,0.511452674865723
JOR,Jordan,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,0.530354261398315,0.537,0.5204036831855771,0.528045356273651
JOR,Jordan,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.5656578540802,0.5770000000000001,0.557748258113861,0.563964486122131
JOR,Jordan,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,0.597089052200317,0.605,0.588378667831421,0.5921720266342161
JOR,Jordan,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,0.5424534678459171,0.556,0.5352917313575739,0.54303365945816
JOR,Jordan,40896,Fraction of Children Under 5 Not Stunted,%,,0.9222,,
JOR,Jordan,40897,"Fraction of Children Under 5 Not Stunted, Female",%,,0.9385,,
JOR,Jordan,40898,"Fraction of Children Under 5 Not Stunted, Male",%,,0.907,,
JOR,Jordan,40958,Expected Years of School,Years,11.8399124145508,11.62,11.521333694458,11.1438150405884
JOR,Jordan,40959,"Expected Years of School, Female",Years,12.089226722717301,11.81,11.722204208374,11.3936862945557
JOR,Jordan,40960,"Expected Years of School, Male",Years,11.612004280090302,11.44,11.318756103515598,10.905855178833
JOR,Jordan,40961,Harmonized Test Scores,Score,415.82888793945295,409,409.425720214844,429.95407104492205
JOR,Jordan,40962,"Harmonized Test Scores, Female",Score,431.64797973632795,428,427.561645507813,444.423095703125
JOR,Jordan,40963,"Harmonized Test Scores, Male",Score,400.240631103516,391,391.15548706054705,414.961730957031
JOR,Jordan,40964,Learning-Adjusted Years of School,Years,7.87740421295166,7.61,7.54740858078003,7.6661262512207005
JOR,Jordan,40965,"Learning-Adjusted Years of School, Female",Years,8.34926414489746,8.08,8.01914405822754,8.10178756713867
JOR,Jordan,40966,"Learning-Adjusted Years of School, Male",Years,7.43615388870239,7.16,7.08382940292358,7.24081993103027
JOR,Jordan,40967,Probability of Survival to Age 5,Probability,0.979684174060822,0.983,0.9833276867866519,0.9838480353355409
JOR,Jordan,40968,"Probability of Survival to Age 5, Female",Probability,0.9815164804458621,0.9839,0.9848182797431949,0.985285222530365
JOR,Jordan,40969,"Probability of Survival to Age 5, Male",Probability,0.977957725524902,0.9821,0.981909036636353,0.9824775457382199
JPN,Japan,40884,Survival Rate from Age 15-60,Ratio,0.938514947891235,0.9448,0.9471440315246579,0.948549091815948
JPN,Japan,40885,"Survival Rate from Age 15-60, Female",Ratio,0.958561897277832,0.9627,0.9638043045997621,0.964919030666351
JPN,Japan,40886,"Survival Rate from Age 15-60, Male",Ratio,0.9192680120468141,0.9277,0.9311480522155758,0.932833969593048
JPN,Japan,40887,Human Capital Index (HCI) (scale 0-1),Score,0.816187500953674,0.8440000000000001,0.840709209442139,0.804714262485504
JPN,Japan,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.8060144186019901,0.8340000000000001,0.8325219750404359,0.796795904636383
JPN,Japan,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.82643461227417,0.855,0.8488867878913879,0.81325364112854
JPN,Japan,40896,Fraction of Children Under 5 Not Stunted,%,,0.929,,
JPN,Japan,40958,Expected Years of School,Years,13.7051506042481,13.64,13.6398515701294,13.6398515701294
JPN,Japan,40961,Harmonized Test Scores,Score,547.3712158203131,563,563.358093261719,537.723449707031
JPN,Japan,40962,"Harmonized Test Scores, Female",Score,554.470275878906,562,562.0338134765631,538.84130859375
JPN,Japan,40963,"Harmonized Test Scores, Male",Score,540.71142578125,565,564.651550292969,536.55029296875
JPN,Japan,40964,Learning-Adjusted Years of School,Years,12.0028877258301,12.29,12.294593811035199,11.7351493835449
JPN,Japan,40967,Probability of Survival to Age 5,Probability,0.9968003630638119,0.9974,0.9974307417869571,0.997510313987732
JPN,Japan,40968,"Probability of Survival to Age 5, Female",Probability,0.997016251087189,0.9976,0.9975667595863341,0.9976453185081479
JPN,Japan,40969,"Probability of Survival to Age 5, Male",Probability,0.996593952178955,0.9973,0.997300684452057,0.9973819851875309
KAZ,Kazakhstan,40884,Survival Rate from Age 15-60,Ratio,0.7624067068099979,0.7965,0.841744840145111,0.8446402549743649
KAZ,Kazakhstan,40885,"Survival Rate from Age 15-60, Female",Ratio,0.862107157707214,0.8851,0.9045643806457521,0.906566500663757
KAZ,Kazakhstan,40886,"Survival Rate from Age 15-60, Male",Ratio,0.6639995574951171,0.7084,0.7771454453468319,0.781231462955475
KAZ,Kazakhstan,40887,Human Capital Index (HCI) (scale 0-1),Score,0.594029784202576,0.746,0.7770603895187379,0.628506422042847
KAZ,Kazakhstan,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,0.628996968269348,0.78,0.807867705821991,0.652432024478912
KAZ,Kazakhstan,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.5854563713073729,0.723,0.7635429501533509,0.621939837932587
KAZ,Kazakhstan,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,0.618925511837006,0.76,0.7924664616584781,0.6441617012023929
KAZ,Kazakhstan,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,0.551437795162201,0.688,0.733025848865509,0.5969148874282839
KAZ,Kazakhstan,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,0.5602768063545229,0.7140000000000001,0.7478309273719791,0.605649471282959
KAZ,Kazakhstan,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.602239370346069,0.767,0.789795994758606,0.634843647480011
KAZ,Kazakhstan,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,0.639107644557953,0.799,0.823179543018341,0.660668849945068
KAZ,Kazakhstan,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,0.56883978843689,0.7390000000000001,0.762435257434845,0.6138656735420229
KAZ,Kazakhstan,40896,Fraction of Children Under 5 Not Stunted,%,0.8691864013671879,0.9196,0.9196416735649109,0.9196416735649109
KAZ,Kazakhstan,40897,"Fraction of Children Under 5 Not Stunted, Female",%,0.870337009429932,0.9166,0.9166023731231691,0.9166023731231691
KAZ,Kazakhstan,40898,"Fraction of Children Under 5 Not Stunted, Male",%,0.86807906627655,0.9226,0.922583162784576,0.922583162784576
KAZ,Kazakhstan,40958,Expected Years of School,Years,13.6472902297974,13.34,13.7226028442383,13.708000183105499
KAZ,Kazakhstan,40959,"Expected Years of School, Female",Years,13.7603025436401,13.46,13.8688430786133,13.825420379638699
KAZ,Kazakhstan,40960,"Expected Years of School, Male",Years,13.4847803115845,13.23,13.5846452713013,13.5911712646484
KAZ,Kazakhstan,40961,Harmonized Test Scores,Score,412.078247070313,537,537.3193359375,416.154632568359
KAZ,Kazakhstan,40962,"Harmonized Test Scores, Female",Score,420.917541503906,542,541.519775390625,421.858825683594
KAZ,Kazakhstan,40963,"Harmonized Test Scores, Male",Score,403.49072265625,533,533.316955566406,410.762512207031
KAZ,Kazakhstan,40964,Learning-Adjusted Years of School,Years,8.99800205230713,11.47,11.797472000122099,9.12743663787842
KAZ,Kazakhstan,40965,"Learning-Adjusted Years of School, Female",Years,9.26712417602539,11.66,12.0164051055908,9.33180141448975
KAZ,Kazakhstan,40966,"Learning-Adjusted Years of School, Male",Years,8.70557403564453,11.29,11.591875076294,8.93238925933838
KAZ,Kazakhstan,40967,Probability of Survival to Age 5,Probability,0.97977489233017,0.99,0.9896080493926999,0.9900889992713929
KAZ,Kazakhstan,40968,"Probability of Survival to Age 5, Female",Probability,0.982645392417908,0.9911,0.9909828305244449,0.991402626037598
KAZ,Kazakhstan,40969,"Probability of Survival to Age 5, Male",Probability,0.9770430326461791,0.9889,0.988304376602173,0.988847732543945
KEN,Kenya,40884,Survival Rate from Age 15-60,Ratio,0.694397509098053,0.787,0.7674987316131591,0.77360212802887
KEN,Kenya,40885,"Survival Rate from Age 15-60, Female",Ratio,0.7243111133575441,0.8256,0.8024020791053771,0.8085842132568359
KEN,Kenya,40886,"Survival Rate from Age 15-60, Male",Ratio,0.6635098457336429,0.7478,0.7322218418121341,0.7383372187614441
KEN,Kenya,40887,Human Capital Index (HCI) (scale 0-1),Score,,0.518,0.542186081409454,0.5467525124549871
KEN,Kenya,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,0.5,0.523420512676239,0.527030169963837
KEN,Kenya,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,0.534,0.55948680639267,0.5646011233329771
KEN,Kenya,40896,Fraction of Children Under 5 Not Stunted,%,0.645090699195862,0.7381,0.7380917072296139,0.7380917072296139
KEN,Kenya,40897,"Fraction of Children Under 5 Not Stunted, Female",%,0.66556191444397,0.7764,0.776330709457397,0.776330709457397
KEN,Kenya,40898,"Fraction of Children Under 5 Not Stunted, Male",%,0.625508487224579,0.7012,0.701155066490173,0.701155066490173
KEN,Kenya,40958,Expected Years of School,Years,,10.7,11.558736801147498,11.6346340179443
KEN,Kenya,40959,"Expected Years of School, Female",Years,,,11.301849365234402,11.376331329345698
KEN,Kenya,40960,"Expected Years of School, Male",Years,,,11.817750930786099,11.8950729370117
KEN,Kenya,40961,Harmonized Test Scores,Score,422.052001953125,455,454.958404541016,454.958404541016
KEN,Kenya,40962,"Harmonized Test Scores, Female",Score,426.536010742188,,,
KEN,Kenya,40963,"Harmonized Test Scores, Male",Score,417.436157226563,,,
KEN,Kenya,40964,Learning-Adjusted Years of School,Years,,7.79,8.41399097442627,8.46923923492432
KEN,Kenya,40967,Probability of Survival to Age 5,Probability,0.943458318710327,0.9544,0.9569903612136841,0.958882212638855
KEN,Kenya,40968,"Probability of Survival to Age 5, Female",Probability,0.947867512702942,0.9585,0.960915327072144,0.962614238262177
KEN,Kenya,40969,"Probability of Survival to Age 5, Male",Probability,0.93926203250885,0.9505,0.9533038139343258,0.955308020114899
KGZ,Kyrgyz Republic,40884,Survival Rate from Age 15-60,Ratio,0.800669372081757,0.8236,0.8467015027999879,0.849434614181519
KGZ,Kyrgyz Republic,40885,"Survival Rate from Age 15-60, Female",Ratio,0.876196026802063,0.8932,0.90495753288269,0.9070147275924679
KGZ,Kyrgyz Republic,40886,"Survival Rate from Age 15-60, Male",Ratio,0.726177632808685,0.7545,0.7875488400459291,0.7911251783370971
KGZ,Kyrgyz Republic,40887,Human Capital Index (HCI) (scale 0-1),Score,,0.58,0.5935462117195129,0.596617102622986
KGZ,Kyrgyz Republic,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,,0.603,0.614835500717163,0.616739988327026
KGZ,Kyrgyz Republic,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,0.5670000000000001,0.584531664848328,0.58721125125885
KGZ,Kyrgyz Republic,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,,0.5920000000000001,0.60499894618988,0.606885373592377
KGZ,Kyrgyz Republic,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,,0.544,0.5637771487236021,0.567023992538452
KGZ,Kyrgyz Republic,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,,0.5579999999999999,0.573414623737335,0.577536404132843
KGZ,Kyrgyz Republic,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,0.5920000000000001,0.602038741111755,0.605376899242401
KGZ,Kyrgyz Republic,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,,0.615,0.624473750591278,0.6263165473937989
KGZ,Kyrgyz Republic,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,,0.5710000000000001,0.5823938250541689,0.587173402309418
KGZ,Kyrgyz Republic,40896,Fraction of Children Under 5 Not Stunted,%,0.773999989032745,0.8708,0.870808899402618,0.882465779781342
KGZ,Kyrgyz Republic,40897,"Fraction of Children Under 5 Not Stunted, Female",%,0.781164407730103,0.8801,0.880089402198792,0.890511393547058
KGZ,Kyrgyz Republic,40898,"Fraction of Children Under 5 Not Stunted, Male",%,0.766883730888367,0.8619,0.861873865127563,0.8746693134307858
KGZ,Kyrgyz Republic,40958,Expected Years of School,Years,,12.56,12.850693702697802,12.8724975585938
KGZ,Kyrgyz Republic,40959,"Expected Years of School, Female",Years,,12.62,12.8906078338623,12.884280204772901
KGZ,Kyrgyz Republic,40960,"Expected Years of School, Male",Years,,12.5,12.812322616577198,12.8611650466919
KGZ,Kyrgyz Republic,40961,Harmonized Test Scores,Score,,420,420.086517333984,420.086517333984
KGZ,Kyrgyz Republic,40962,"Harmonized Test Scores, Female",Score,,426,426.216217041016,426.216217041016
KGZ,Kyrgyz Republic,40963,"Harmonized Test Scores, Male",Score,,414,414.407623291016,414.407623291016
KGZ,Kyrgyz Republic,40964,Learning-Adjusted Years of School,Years,,8.44,8.6374454498291,8.65210056304932
KGZ,Kyrgyz Republic,40965,"Learning-Adjusted Years of School, Female",Years,,8.6,8.79069709777832,8.7863826751709
KGZ,Kyrgyz Republic,40966,"Learning-Adjusted Years of School, Male",Years,,8.29,8.49523830413818,8.52762413024902
KGZ,Kyrgyz Republic,40967,Probability of Survival to Age 5,Probability,0.9704208374023441,0.98,0.9800050854682919,0.9810588359832759
KGZ,Kyrgyz Republic,40968,"Probability of Survival to Age 5, Female",Probability,0.973809659481049,0.9824,0.9823161959648129,0.983259081840515
KGZ,Kyrgyz Republic,40969,"Probability of Survival to Age 5, Male",Probability,0.967224657535553,0.9778,0.97778046131134,0.978940308094025
KHM,Cambodia,40884,Survival Rate from Age 15-60,Ratio,0.807487666606903,0.8332,0.83320564031601,0.837721884250641
KHM,Cambodia,40885,"Survival Rate from Age 15-60, Female",Ratio,0.8355115652084351,0.8655,0.865431666374207,0.869816958904266
KHM,Cambodia,40886,"Survival Rate from Age 15-60, Male",Ratio,0.7752622365951541,0.7978,0.797379553318024,0.8026781678199771
KHM,Cambodia,40887,Human Capital Index (HCI) (scale 0-1),Score,,0.493,0.490684866905212,0.49158987402915905
KHM,Cambodia,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,0.473,0.47109949588775607,0.47126007080078103
KHM,Cambodia,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,0.507,0.5059832930564879,0.506987154483795
KHM,Cambodia,40896,Fraction of Children Under 5 Not Stunted,%,0.6049821376800539,0.6756,0.675509214401245,0.675509214401245
KHM,Cambodia,40897,"Fraction of Children Under 5 Not Stunted, Female",%,0.626136779785156,0.6812,0.6812666654586789,0.6812666654586789
KHM,Cambodia,40898,"Fraction of Children Under 5 Not Stunted, Male",%,0.5845382213592529,0.6702,0.6699537038803101,0.6699537038803101
KHM,Cambodia,40958,Expected Years of School,Years,9.56648254394531,9.55,9.48007678985596,9.465780258178711
KHM,Cambodia,40959,"Expected Years of School, Female",Years,9.477373123168949,9.7,9.63511943817139,9.62228107452393
KHM,Cambodia,40960,"Expected Years of School, Male",Years,9.65532398223877,9.4,9.33687782287598,9.31714916229248
KHM,Cambodia,40961,Harmonized Test Scores,Score,,452,451.889587402344,451.889587402344
KHM,Cambodia,40964,Learning-Adjusted Years of School,Years,,6.9,6.85431671142578,6.8439803123474094
KHM,Cambodia,40967,Probability of Survival to Age 5,Probability,0.9557141661643979,0.9708,0.9708433747291559,0.972004652023315
KHM,Cambodia,40968,"Probability of Survival to Age 5, Female",Probability,0.9605432748794559,0.9743,0.9743269085884091,0.975346207618713
KHM,Cambodia,40969,"Probability of Survival to Age 5, Male",Probability,0.951153755187988,0.9675,0.9675022959709171,0.9688192009925841
KIR,Kiribati,40884,Survival Rate from Age 15-60,Ratio,0.792298316955566,0.8067,0.8046819567680359,0.808998703956604
KIR,Kiribati,40885,"Survival Rate from Age 15-60, Female",Ratio,0.83269602060318,0.8474,0.8450897932052609,0.8488334417343141
KIR,Kiribati,40886,"Survival Rate from Age 15-60, Male",Ratio,0.7497859001159671,0.764,0.762609958648682,0.7673496603965759
KIR,Kiribati,40887,Human Capital Index (HCI) (scale 0-1),Score,,0.479,0.47071549296379106,0.49259293079376204
KIR,Kiribati,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,,,0.509249091148376,0.536563277244568
KIR,Kiribati,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,0.45,0.44337996840477006,0.46253991127014205
KIR,Kiribati,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,,,0.47824749350547796,0.5022730231285101
KIR,Kiribati,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,,,0.406440496444702,0.420777559280396
KIR,Kiribati,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,,,0.436054021120071,0.45302388072013794
KIR,Kiribati,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,0.505,0.492986470460892,0.516819953918457
KIR,Kiribati,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,,,0.5343768596649171,0.565199136734009
KIR,Kiribati,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,,,0.460423052310944,0.479672938585281
KIR,Kiribati,40958,Expected Years of School,Years,,11.57,11.2123680114746,11.2123680114746
KIR,Kiribati,40959,"Expected Years of School, Female",Years,,,11.820594787597699,11.820594787597699
KIR,Kiribati,40960,"Expected Years of School, Male",Years,,,10.6303157806397,10.6303157806397
KIR,Kiribati,40961,Harmonized Test Scores,Score,,383,383.086120605469,411.484497070313
KIR,Kiribati,40962,"Harmonized Test Scores, Female",Score,,394,394.417236328125,426.318359375
KIR,Kiribati,40963,"Harmonized Test Scores, Male",Score,,372,371.599365234375,396.07498168945295
KIR,Kiribati,40964,Learning-Adjusted Years of School,Years,,7.09,6.87248420715332,7.381945133209231
KIR,Kiribati,40965,"Learning-Adjusted Years of School, Female",Years,,,7.459594249725339,8.062938690185549
KIR,Kiribati,40966,"Learning-Adjusted Years of School, Male",Years,,,6.320350170135501,6.73664331436157
KIR,Kiribati,40967,Probability of Survival to Age 5,Probability,0.935329616069794,0.9454,0.9457315802574159,0.9474869370460509
KIR,Kiribati,40968,"Probability of Survival to Age 5, Female",Probability,0.9408751726150509,0.9502,0.950791776180267,0.95225316286087
KIR,Kiribati,40969,"Probability of Survival to Age 5, Male",Probability,0.9300575852394101,0.9408,0.941153585910797,0.9428313970565799
KNA,St. Kitts and Nevis,40884,Survival Rate from Age 15-60,Ratio,,,0.876999974250793,0.876999974250793
KNA,St. Kitts and Nevis,40885,"Survival Rate from Age 15-60, Female",Ratio,,,0.9200000166893009,0.9200000166893009
KNA,St. Kitts and Nevis,40886,"Survival Rate from Age 15-60, Male",Ratio,,,0.8339999914169308,0.8339999914169308
KNA,St. Kitts and Nevis,40887,Human Capital Index (HCI) (scale 0-1),Score,,,0.572474420070648,0.586181640625
KNA,St. Kitts and Nevis,40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,,,0.587617099285126,0.5996417403221129
KNA,St. Kitts and Nevis,40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,,,0.560685455799103,0.573051154613495
KNA,St. Kitts and Nevis,40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,,,0.5748782753944399,0.5855776071548461
KNA,St. Kitts and Nevis,40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,,,0.541796982288361,0.556399345397949
KNA,St. Kitts and Nevis,40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,,,0.556947350502014,0.573573708534241
KNA,St. Kitts and Nevis,40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,,,0.583700954914093,0.598464250564575
KNA,St. Kitts and Nevis,40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,,,0.5998545289039611,0.613312304019928
KNA,St. Kitts and Nevis,40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,,,0.572726368904114,0.590061366558075
KNA,St. Kitts and Nevis,40958,Expected Years of School,Years,,,12.952640533447301,12.952640533447301
KNA,St. Kitts and Nevis,40959,"Expected Years of School, Female",Years,,,12.6365394592285,12.6365394592285
KNA,St. Kitts and Nevis,40960,"Expected Years of School, Male",Years,,,13.275334358215302,13.275334358215302
KNA,St. Kitts and Nevis,40961,Harmonized Test Scores,Score,,,395.033355712891,409.074462890625
KNA,St. Kitts and Nevis,40962,"Harmonized Test Scores, Female",Score,,,402.936645507813,415.24755859375
KNA,St. Kitts and Nevis,40963,"Harmonized Test Scores, Male",Score,,,386.45413208007795,403.51193237304705
KNA,St. Kitts and Nevis,40964,Learning-Adjusted Years of School,Years,,,8.18675994873047,8.47775077819824
KNA,St. Kitts and Nevis,40965,"Learning-Adjusted Years of School, Female",Years,,,8.14675998687744,8.39566802978516
KNA,St. Kitts and Nevis,40966,"Learning-Adjusted Years of School, Male",Years,,,8.20849227905273,8.57080936431885
KNA,St. Kitts and Nevis,40967,Probability of Survival to Age 5,Probability,0.9852854609489441,,0.987643480300903,0.9880211353301999
KNA,St. Kitts and Nevis,40968,"Probability of Survival to Age 5, Female",Probability,0.986756026744843,,0.9888659119606021,0.9892063140869141
KNA,St. Kitts and Nevis,40969,"Probability of Survival to Age 5, Male",Probability,0.98388671875,,0.9864929318428041,0.9869176149368291
KOR,"Korea, Rep.",40884,Survival Rate from Age 15-60,Ratio,0.925843000411987,0.9396,0.942729651927948,0.9445470571517941
KOR,"Korea, Rep.",40885,"Survival Rate from Age 15-60, Female",Ratio,0.9571751356124879,0.9635,0.967079877853394,0.9682362675666809
KOR,"Korea, Rep.",40886,"Survival Rate from Age 15-60, Male",Ratio,0.895715296268463,0.9167,0.9194858074188229,0.9219818711280819
KOR,"Korea, Rep.",40887,Human Capital Index (HCI) (scale 0-1),Score,0.82462739944458,0.845,0.834545075893402,0.7987762689590451
KOR,"Korea, Rep.",40888,"Human Capital Index (HCI), Female (scale 0-1)",Score,0.8503526449203491,0.852,0.8527673482894901,0.8146121501922611
KOR,"Korea, Rep.",40889,"Human Capital Index (HCI), Lower Bound (scale 0-1)",Score,0.813317835330963,0.8270000000000001,0.8238490223884579,0.788339078426361
KOR,"Korea, Rep.",40890,"Human Capital Index (HCI), Female, Lower Bound (scale 0-1)",Score,0.8372763991355899,0.833,0.841657519340515,0.80215972661972
KOR,"Korea, Rep.",40891,"Human Capital Index (HCI), Male, Lower Bound (scale 0-1)",Score,0.7843919992446899,0.785,0.8027737140655521,0.7694373726844791
KOR,"Korea, Rep.",40892,"Human Capital Index (HCI), Male (scale 0-1)",Score,0.8002652525901791,0.813,0.8177116513252259,0.784116446971893
KOR,"Korea, Rep.",40893,"Human Capital Index (HCI), Upper Bound (scale 0-1)",Score,0.83629709482193,0.862,0.844882905483246,0.809219837188721
KOR,"Korea, Rep.",40894,"Human Capital Index (HCI), Female, Upper Bound (scale 0-1)",Score,0.8637939691543579,0.8690000000000001,0.863795161247253,0.8269963264465329
KOR,"Korea, Rep.",40895,"Human Capital Index (HCI), Male, Upper Bound (scale 0-1)",Score,0.816880881786346,0.84,0.832206428050995,0.798832774162292
KOR,"Korea, Rep.",40896,Fraction of Children Under 5 Not Stunted,%,,0.975,,
KOR,"Korea, Rep.",40958,Expected Years of School,Years,13.6835250854492,13.58,13.5934190750122,13.5934190750122
KOR,"Korea, Rep.",40959,"Expected Years of School, Female",Years,13.6741466522217,13.61,13.5837078094482,13.5837078094482
KOR,"Korea, Rep.",40960,"Expected Years of School, Male",Years,13.6764650344849,13.55,13.6023263931274,13.6023263931274
KOR,"Korea, Rep.",40961,Harmonized Test Scores,Score,559.365417480469,563,563.1258544921881,537.209716796875
KOR,"Korea, Rep.",40962,"Harmonized Test Scores, Female",Score,565.42919921875,567,566.6578369140631,539.843933105469
KOR,"Korea, Rep.",40963,"Harmonized Test Scores, Male",Score,553.933837890625,560,559.912109375,534.8189697265631
KOR,"Korea, Rep.",40964,Learning-Adjusted Years of School,Years,12.246544837951697,12.24,12.2476892471313,11.684027671814
KOR,"Korea, Rep.",40965,"Learning-Adjusted Years of School, Female",Years,12.3708181381226,12.34,12.3157024383545,11.732931137084998
KOR,"Korea, Rep.",40966,"Learning-Adjusted Years of School, Male",Years,12.1213703155518,12.14,12.185770988464402,11.639651298522901
